13.178325,18.627604,18.627604,-13.178325
14.135663,20.665912,20.665912,-14.135663
15.177297,22.925223,22.925223,-15.177297
16.311893,25.428673,25.428673,-16.311893
17.548756,28.200944,28.200944,-17.548756
18.897691,31.267906,31.267906,-18.897691
20.368780,34.656036,34.656036,-20.368780
21.972016,38.391499,38.391499,-21.972016
23.716767,42.498813,42.498813,-23.716767
25.611020,46.998971,46.998971,-25.611020
27.660355,51.906908,51.906908,-27.660355
29.866613,57.228218,57.228218,-29.866613
32.226237,62.955075,62.955075,-32.226237
34.728308,69.061414,69.061414,-34.728308
37.352375,75.497607,75.497607,-37.352375
40.066272,82.185107,82.185107,-40.066272
42.824229,89.011845,89.011845,-42.824229
45.565764,95.829485,95.829485,-45.565764
48.215869,102.453915,102.453915,-48.215869
50.687094,108.670333,108.670333,-50.687094
52.883912,114.243941,114.243941,-52.883912
54.709432,118.936396,118.936396,-54.709432
56.073986,122.526807,122.526807,-56.073986
56.904466,124.834622,124.834622,-56.904466
57.152867,125.740538,125.740538,-57.152867
56.802336,125.201324,125.201324,-56.802336
55.869410,123.255332,123.255332,-55.869410
54.401944,120.017452,120.017452,-54.401944
52.473189,115.664662,115.664662,-52.473189
50.173308,110.415306,110.415306,-50.173308
47.600016,104.506226,104.506226,-47.600016
44.849929,98.171617,98.171617,-44.849929
42.011729,91.626358,91.626358,-42.011729
39.161693,85.055062,85.055062,-39.161693
36.361503,78.606769,78.606769,-36.361503
33.657984,72.394288,72.394288,-33.657984
31.084172,66.496834,66.496834,-31.084172
28.661169,60.964576,60.964576,-28.661169
26.400335,55.823990,55.823990,-26.400335
24.305465,51.083188,51.083188,-24.305465
22.374771,46.736775,46.736775,-22.374771
20.602568,42.769953,42.769953,-20.602568
18.980629,39.161843,39.161843,-18.980629
17.499234,35.888041,35.888041,-17.499234
16.147950,32.922518,32.922518,-16.147950
14.916190,30.238975,30.238975,-14.916190
13.793588,27.811763,27.811763,-13.793588
12.770251,25.616478,25.616478,-12.770251
11.836904,23.630312,23.630312,-11.836904
10.984962,21.832227,21.832227,-10.984962
10.206563,20.203012,20.203012,-10.206563
9.494553,18.725252,18.725252,-9.494553
8.842461,17.383251,17.383251,-8.842461
8.244455,16.162923,16.162923,-8.244455
7.695298,15.051668,15.051668,-7.695298
7.190291,14.038238,14.038238,-7.190291
6.725227,13.112608,13.112608,-6.725227
6.296339,12.265854,12.265854,-6.296339
5.900258,11.490035,11.490035,-5.900258
5.533968,10.778086,10.778086,-5.533968
5.194769,10.123719,10.123719,-5.194769
4.880239,9.521338,9.521338,-4.880239
4.588208,8.965956,8.965956,-4.588208
4.316728,8.453129,8.453129,-4.316728
4.064047,7.978890,7.978890,-4.064047
3.828587,7.539694,7.539694,-3.828587
3.608926,7.132372,7.132372,-3.608926
3.403783,6.754085,6.754085,-3.403783
3.211995,6.402287,6.402287,-3.211995
3.032515,6.074694,6.074694,-3.032515
2.864389,5.769248,5.769248,-2.864389
2.706752,5.484100,5.484100,-2.706752
2.558819,5.217579,5.217579,-2.558819
2.419874,4.968179,4.968179,-2.419874
2.289263,4.734534,4.734534,-2.289263
2.166390,4.515411,4.515411,-2.166390
2.050709,4.309688,4.309688,-2.050709
1.941720,4.116348,4.116348,-1.941720
1.838966,3.934464,3.934464,-1.838966
1.742024,3.763194,3.763194,-1.742024
1.650507,3.601766,3.601766,-1.650507
1.564060,3.449479,3.449479,-1.564060
1.482353,3.305688,3.305688,-1.482353
1.405082,3.169806,3.169806,-1.405082
1.331968,3.041290,3.041290,-1.331968
1.262750,2.919645,2.919645,-1.262750
1.197189,2.804416,2.804416,-1.197189
1.135061,2.695180,2.695180,-1.135061
1.076160,2.591552,2.591552,-1.076160
1.020293,2.493174,2.493174,-1.020293
0.967281,2.399716,2.399716,-0.967281
0.916958,2.310873,2.310873,-0.916958
0.869170,2.226361,2.226361,-0.869170
0.823770,2.145920,2.145920,-0.823770
0.780624,2.069305,2.069305,-0.780624
0.739607,1.996292,1.996292,-0.739607
0.700599,1.926671,1.926671,-0.700599
0.663492,1.860245,1.860245,-0.663492
0.628180,1.796835,1.796835,-0.628180
0.594567,1.736269,1.736269,-0.594567
13.830741,19.745405,19.745405,-13.830741
14.881801,21.987952,21.987952,-14.881801
16.032102,24.488626,24.488626,-16.032102
17.293047,27.277470,27.277470,-17.293047
18.677171,30.387292,30.387292,-18.677171
20.198073,33.853466,33.853466,-20.198073
21.870238,37.713464,37.713464,-21.870238
23.708700,42.005999,42.005999,-23.708700
25.728485,46.769639,46.769639,-25.728485
27.943761,52.040693,52.040693,-27.943761
30.366606,57.850166,57.850166,-30.366606
33.005299,64.219560,64.219560,-33.005299
35.862073,71.155339,71.155339,-35.862073
38.930281,78.641989,78.641989,-38.930281
42.191048,86.633803,86.633803,-42.191048
45.609609,95.045922,95.045922,-45.609609
49.131765,103.745651,103.745651,-49.131765
52.681137,112.545742,112.545742,-52.681137
56.158159,121.201943,121.201943,-56.158159
59.441903,129.417463,129.417463,-59.441903
62.395669,136.856668,136.856668,-62.395669
64.876795,143.169090,143.169090,-64.876795
66.750139,148.022434,148.022434,-66.750139
67.903521,151.140362,151.140362,-67.903521
68.262305,152.338213,152.338213,-68.262305
67.799969,151.548863,151.548863,-67.799969
66.542056,148.832446,148.832446,-66.542056
64.562526,144.367453,144.367453,-64.562526
61.973415,138.425479,138.425479,-61.973415
58.910338,131.335795,131.335795,-58.910338
55.517004,123.447506,123.447506,-55.517004
51.931580,115.096234,115.096234,-51.931580
48.276694,106.579675,106.579675,-48.276694
44.653644,98.143470,98.143470,-44.653644
41.140421,89.976378,89.976378,-41.140421
37.792606,82.212497,82.212497,-37.792606
34.646065,74.937843,74.937843,-34.646065
31.720472,68.198993,68.198993,-31.720472
29.022983,62.012068,62.012068,-29.022983
26.551615,56.370989,56.370989,-26.551615
24.298104,51.254482,51.254482,-24.298104
22.250200,46.631671,46.631671,-22.250200
20.393406,42.466332,42.466332,-20.393406
18.712243,38.719979,38.719979,-18.712243
17.191128,35.354002,35.354002,-17.191128
15.814958,32.331087,32.331087,-15.814958
14.569466,29.616071,29.616071,-14.569466
13.441420,27.176426,27.176426,-13.441420
